ID,Country,Year,Series,Value
76,Brazil,2011,Public expenditure on education (% of government expenditure),15.3
76,Brazil,2011,Public expenditure on education (% of GDP),5.7
76,Brazil,2014,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),24.1
76,Brazil,2014,All staff compensation as % of total expenditure in public institutions (%),69.4
76,Brazil,2014,Capital expenditure as % of total expenditure in public institutions (%),6.6
76,Brazil,2014,Expenditure by level of education: primary (as % of government expenditure),26.8
76,Brazil,2014,Expenditure by level of education: secondary (as % of government expenditure),43.1
76,Brazil,2014,Expenditure by level of education: tertiary (as % of government expenditure),19.3
76,Brazil,2014,Public expenditure on education (% of government expenditure),15.7
76,Brazil,2014,Public expenditure on education (% of GDP),5.9
92,British Virgin Islands,2004,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),2.4
92,British Virgin Islands,2004,All staff compensation as % of total expenditure in public institutions (%),90.3
92,British Virgin Islands,2004,Capital expenditure as % of total expenditure in public institutions (%),7.4
92,British Virgin Islands,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),0.7
92,British Virgin Islands,2005,All staff compensation as % of total expenditure in public institutions (%),99.3
92,British Virgin Islands,2005,Expenditure by level of education: pre-primary (as % of government expenditure),0.1
92,British Virgin Islands,2005,Expenditure by level of education: primary (as % of government expenditure),33.7
92,British Virgin Islands,2005,Expenditure by level of education: secondary (as % of government expenditure),31.2
92,British Virgin Islands,2005,Expenditure by level of education: tertiary (as % of government expenditure),34.2
92,British Virgin Islands,2007,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),15.1
92,British Virgin Islands,2007,All staff compensation as % of total expenditure in public institutions (%),77.8
92,British Virgin Islands,2007,Capital expenditure as % of total expenditure in public institutions (%),7.1
92,British Virgin Islands,2007,Expenditure by level of education: pre-primary (as % of government expenditure),0.1
92,British Virgin Islands,2007,Expenditure by level of education: primary (as % of government expenditure),28.4
92,British Virgin Islands,2007,Expenditure by level of education: secondary (as % of government expenditure),37.7
92,British Virgin Islands,2007,Expenditure by level of education: tertiary (as % of government expenditure),33.1
92,British Virgin Islands,2007,Public expenditure on education (% of GDP),3.7
92,British Virgin Islands,2010,Expenditure by level of education: pre-primary (as % of government expenditure),0.1
92,British Virgin Islands,2010,Expenditure by level of education: primary (as % of government expenditure),34.1
92,British Virgin Islands,2010,Expenditure by level of education: secondary (as % of government expenditure),34
92,British Virgin Islands,2010,Public expenditure on education (% of GDP),4.4
92,British Virgin Islands,2015,Expenditure by level of education: pre-primary (as % of government expenditure),0
92,British Virgin Islands,2015,Expenditure by level of education: primary (as % of government expenditure),16.6
92,British Virgin Islands,2015,Expenditure by level of education: secondary (as % of government expenditure),19
92,British Virgin Islands,2015,Expenditure by level of education: tertiary (as % of government expenditure),22.1
92,British Virgin Islands,2015,Public expenditure on education (% of GDP),6.3
96,Brunei Darussalam,2000,Public expenditure on education (% of government expenditure),8.9
96,Brunei Darussalam,2000,Public expenditure on education (% of GDP),3.7
96,Brunei Darussalam,2010,Expenditure by level of education: primary (as % of government expenditure),28.5
96,Brunei Darussalam,2010,Expenditure by level of education: secondary (as % of government expenditure),46.8
96,Brunei Darussalam,2010,Expenditure by level of education: tertiary (as % of government expenditure),24.4
96,Brunei Darussalam,2010,Public expenditure on education (% of government expenditure),5.3
96,Brunei Darussalam,2010,Public expenditure on education (% of GDP),2
96,Brunei Darussalam,2016,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),30.6
96,Brunei Darussalam,2016,All staff compensation as % of total expenditure in public institutions (%),66.2
96,Brunei Darussalam,2016,Capital expenditure as % of total expenditure in public institutions (%),3.2
96,Brunei Darussalam,2016,Expenditure by level of education: pre-primary (as % of government expenditure),0.7
96,Brunei Darussalam,2016,Expenditure by level of education: primary (as % of government expenditure),19.5
96,Brunei Darussalam,2016,Expenditure by level of education: secondary (as % of government expenditure),60.8
96,Brunei Darussalam,2016,Expenditure by level of education: tertiary (as % of government expenditure),18.9
96,Brunei Darussalam,2016,Public expenditure on education (% of government expenditure),11.4
96,Brunei Darussalam,2016,Public expenditure on education (% of GDP),4.4
100,Bulgaria,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),26.7
100,Bulgaria,2005,All staff compensation as % of total expenditure in public institutions (%),63.2
100,Bulgaria,2005,Capital expenditure as % of total expenditure in public institutions (%),10.1
100,Bulgaria,2005,Expenditure by level of education: pre-primary (as % of government expenditure),16.9
100,Bulgaria,2005,Expenditure by level of education: primary (as % of government expenditure),20.3
100,Bulgaria,2005,Expenditure by level of education: secondary (as % of government expenditure),45.9
100,Bulgaria,2005,Expenditure by level of education: tertiary (as % of government expenditure),16.9
100,Bulgaria,2005,Public expenditure on education (% of government expenditure),12.1
100,Bulgaria,2005,Public expenditure on education (% of GDP),4.1
100,Bulgaria,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),28.4
100,Bulgaria,2010,All staff compensation as % of total expenditure in public institutions (%),66.6
100,Bulgaria,2010,Capital expenditure as % of total expenditure in public institutions (%),5.1
100,Bulgaria,2010,Expenditure by level of education: pre-primary (as % of government expenditure),22.5
100,Bulgaria,2010,Expenditure by level of education: primary (as % of government expenditure),19.6
100,Bulgaria,2010,Expenditure by level of education: secondary (as % of government expenditure),43
100,Bulgaria,2010,Expenditure by level of education: tertiary (as % of government expenditure),14.8
100,Bulgaria,2010,Public expenditure on education (% of government expenditure),11.2
100,Bulgaria,2010,Public expenditure on education (% of GDP),3.9
100,Bulgaria,2013,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),20.9
100,Bulgaria,2013,All staff compensation as % of total expenditure in public institutions (%),71.8
100,Bulgaria,2013,Capital expenditure as % of total expenditure in public institutions (%),7.3
100,Bulgaria,2013,Expenditure by level of education: pre-primary (as % of government expenditure),25.3
100,Bulgaria,2013,Expenditure by level of education: primary (as % of government expenditure),19.7
100,Bulgaria,2013,Expenditure by level of education: secondary (as % of government expenditure),38.9
100,Bulgaria,2013,Expenditure by level of education: tertiary (as % of government expenditure),15.9
100,Bulgaria,2013,Public expenditure on education (% of government expenditure),11.4
100,Bulgaria,2013,Public expenditure on education (% of GDP),4.1
854,Burkina Faso,2005,Expenditure by level of education: pre-primary (as % of government expenditure),0.2
854,Burkina Faso,2005,Expenditure by level of education: primary (as % of government expenditure),71.2
854,Burkina Faso,2005,Expenditure by level of education: secondary (as % of government expenditure),10.3
854,Burkina Faso,2005,Expenditure by level of education: tertiary (as % of government expenditure),9.6
854,Burkina Faso,2005,Public expenditure on education (% of government expenditure),19.5
854,Burkina Faso,2005,Public expenditure on education (% of GDP),4.4
854,Burkina Faso,2007,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),8
854,Burkina Faso,2007,All staff compensation as % of total expenditure in public institutions (%),56.7
854,Burkina Faso,2007,Capital expenditure as % of total expenditure in public institutions (%),35.3
854,Burkina Faso,2007,Expenditure by level of education: pre-primary (as % of government expenditure),0.6
854,Burkina Faso,2007,Expenditure by level of education: primary (as % of government expenditure),67
854,Burkina Faso,2007,Expenditure by level of education: secondary (as % of government expenditure),15.7
854,Burkina Faso,2007,Expenditure by level of education: tertiary (as % of government expenditure),15.2
854,Burkina Faso,2007,Public expenditure on education (% of government expenditure),17.9
854,Burkina Faso,2007,Public expenditure on education (% of GDP),4.6
854,Burkina Faso,2010,Expenditure by level of education: primary (as % of government expenditure),60.3
854,Burkina Faso,2010,Expenditure by level of education: secondary (as % of government expenditure),18
854,Burkina Faso,2010,Expenditure by level of education: tertiary (as % of government expenditure),18.8
854,Burkina Faso,2010,Public expenditure on education (% of government expenditure),17.3
854,Burkina Faso,2010,Public expenditure on education (% of GDP),3.9
854,Burkina Faso,2015,Expenditure by level of education: pre-primary (as % of government expenditure),0.1
854,Burkina Faso,2015,Expenditure by level of education: primary (as % of government expenditure),57.9
854,Burkina Faso,2015,Expenditure by level of education: secondary (as % of government expenditure),22.1
854,Burkina Faso,2015,Expenditure by level of education: tertiary (as % of government expenditure),13.7
854,Burkina Faso,2015,Public expenditure on education (% of government expenditure),18
854,Burkina Faso,2015,Public expenditure on education (% of GDP),4.2
108,Burundi,2004,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),15.7
108,Burundi,2004,All staff compensation as % of total expenditure in public institutions (%),57.8
108,Burundi,2004,Capital expenditure as % of total expenditure in public institutions (%),26.6
108,Burundi,2004,Expenditure by level of education: pre-primary (as % of government expenditure),0
108,Burundi,2004,Expenditure by level of education: primary (as % of government expenditure),50.7
108,Burundi,2004,Expenditure by level of education: secondary (as % of government expenditure),29.5
108,Burundi,2004,Expenditure by level of education: tertiary (as % of government expenditure),18.3
108,Burundi,2004,Public expenditure on education (% of government expenditure),9.2
108,Burundi,2004,Public expenditure on education (% of GDP),3.7
108,Burundi,2005,Expenditure by level of education: primary (as % of government expenditure),51.6
108,Burundi,2005,Expenditure by level of education: secondary (as % of government expenditure),33.1
108,Burundi,2005,Expenditure by level of education: tertiary (as % of government expenditure),15.3
108,Burundi,2005,Public expenditure on education (% of government expenditure),11
108,Burundi,2005,Public expenditure on education (% of GDP),3.6
108,Burundi,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),23.7
108,Burundi,2010,All staff compensation as % of total expenditure in public institutions (%),68.5
108,Burundi,2010,Capital expenditure as % of total expenditure in public institutions (%),7.9
108,Burundi,2010,Expenditure by level of education: pre-primary (as % of government expenditure),0
108,Burundi,2010,Expenditure by level of education: primary (as % of government expenditure),45.4
108,Burundi,2010,Expenditure by level of education: secondary (as % of government expenditure),27.9
108,Burundi,2010,Expenditure by level of education: tertiary (as % of government expenditure),18
108,Burundi,2010,Public expenditure on education (% of government expenditure),16.6
108,Burundi,2010,Public expenditure on education (% of GDP),6.8
108,Burundi,2012,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),20.5
108,Burundi,2012,All staff compensation as % of total expenditure in public institutions (%),77.6
108,Burundi,2012,Capital expenditure as % of total expenditure in public institutions (%),1.9
108,Burundi,2012,Expenditure by level of education: pre-primary (as % of government expenditure),0
108,Burundi,2012,Expenditure by level of education: primary (as % of government expenditure),44
108,Burundi,2012,Expenditure by level of education: secondary (as % of government expenditure),24.2
108,Burundi,2012,Expenditure by level of education: tertiary (as % of government expenditure),20.6
108,Burundi,2012,Public expenditure on education (% of government expenditure),16.4
108,Burundi,2012,Public expenditure on education (% of GDP),5.8
108,Burundi,2013,Expenditure by level of education: pre-primary (as % of government expenditure),0
108,Burundi,2013,Expenditure by level of education: primary (as % of government expenditure),45.4
108,Burundi,2013,Expenditure by level of education: secondary (as % of government expenditure),26.8
108,Burundi,2013,Expenditure by level of education: tertiary (as % of government expenditure),24.2
108,Burundi,2013,Public expenditure on education (% of government expenditure),17.2
108,Burundi,2013,Public expenditure on education (% of GDP),5.4
132,Cabo Verde,2002,Expenditure by level of education: primary (as % of government expenditure),43.8
132,Cabo Verde,2002,Expenditure by level of education: secondary (as % of government expenditure),29.8
132,Cabo Verde,2002,Expenditure by level of education: tertiary (as % of government expenditure),17.5
132,Cabo Verde,2002,Public expenditure on education (% of government expenditure),19.8
132,Cabo Verde,2002,Public expenditure on education (% of GDP),7.9
132,Cabo Verde,2004,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),3.3
132,Cabo Verde,2004,All staff compensation as % of total expenditure in public institutions (%),80
132,Cabo Verde,2004,Capital expenditure as % of total expenditure in public institutions (%),16.7
132,Cabo Verde,2004,Public expenditure on education (% of government expenditure),20.8
132,Cabo Verde,2004,Public expenditure on education (% of GDP),7.5
132,Cabo Verde,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),2.1
132,Cabo Verde,2005,All staff compensation as % of total expenditure in public institutions (%),82.4
132,Cabo Verde,2005,Capital expenditure as % of total expenditure in public institutions (%),16.7
132,Cabo Verde,2008,Capital expenditure as % of total expenditure in public institutions (%),15.9
132,Cabo Verde,2008,Expenditure by level of education: pre-primary (as % of government expenditure),0.3
132,Cabo Verde,2008,Expenditure by level of education: primary (as % of government expenditure),36.3
132,Cabo Verde,2008,Expenditure by level of education: secondary (as % of government expenditure),36.6
132,Cabo Verde,2008,Expenditure by level of education: tertiary (as % of government expenditure),11.3
132,Cabo Verde,2008,Public expenditure on education (% of government expenditure),18.2
132,Cabo Verde,2008,Public expenditure on education (% of GDP),5.5
132,Cabo Verde,2009,Expenditure by level of education: primary (as % of government expenditure),44.1
132,Cabo Verde,2009,Expenditure by level of education: secondary (as % of government expenditure),33
132,Cabo Verde,2009,Expenditure by level of education: tertiary (as % of government expenditure),14
132,Cabo Verde,2009,Public expenditure on education (% of government expenditure),15.9
132,Cabo Verde,2009,Public expenditure on education (% of GDP),5.3
132,Cabo Verde,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),15.6
132,Cabo Verde,2010,All staff compensation as % of total expenditure in public institutions (%),77.1
132,Cabo Verde,2010,Capital expenditure as % of total expenditure in public institutions (%),7.3
132,Cabo Verde,2010,Public expenditure on education (% of government expenditure),14.2
132,Cabo Verde,2010,Public expenditure on education (% of GDP),5.6
132,Cabo Verde,2016,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),12.2
132,Cabo Verde,2016,All staff compensation as % of total expenditure in public institutions (%),82.8
132,Cabo Verde,2016,Capital expenditure as % of total expenditure in public institutions (%),4.9
132,Cabo Verde,2016,Expenditure by level of education: pre-primary (as % of government expenditure),1.1
132,Cabo Verde,2016,Expenditure by level of education: primary (as % of government expenditure),39.1
132,Cabo Verde,2016,Expenditure by level of education: secondary (as % of government expenditure),40.8
132,Cabo Verde,2016,Expenditure by level of education: tertiary (as % of government expenditure),17.6
132,Cabo Verde,2016,Public expenditure on education (% of government expenditure),17.9
132,Cabo Verde,2016,Public expenditure on education (% of GDP),5.4
132,Cabo Verde,2017,Expenditure by level of education: pre-primary (as % of government expenditure),1
132,Cabo Verde,2017,Expenditure by level of education: primary (as % of government expenditure),38.1
132,Cabo Verde,2017,Expenditure by level of education: secondary (as % of government expenditure),39.9
132,Cabo Verde,2017,Expenditure by level of education: tertiary (as % of government expenditure),17.2
116,Cambodia,2001,Expenditure by level of education: pre-primary (as % of government expenditure),1.1
116,Cambodia,2001,Expenditure by level of education: primary (as % of government expenditure),74.4
116,Cambodia,2001,Expenditure by level of education: secondary (as % of government expenditure),11.2
116,Cambodia,2001,Public expenditure on education (% of government expenditure),11.4
116,Cambodia,2001,Public expenditure on education (% of GDP),1.7
116,Cambodia,2002,Expenditure by level of education: pre-primary (as % of government expenditure),1
116,Cambodia,2002,Expenditure by level of education: primary (as % of government expenditure),64.6
116,Cambodia,2002,Public expenditure on education (% of government expenditure),10.1
116,Cambodia,2002,Public expenditure on education (% of GDP),1.7
116,Cambodia,2004,Public expenditure on education (% of government expenditure),12.4
116,Cambodia,2004,Public expenditure on education (% of GDP),1.7
116,Cambodia,2010,Expenditure by level of education: pre-primary (as % of government expenditure),1.7
116,Cambodia,2010,Expenditure by level of education: primary (as % of government expenditure),50
116,Cambodia,2010,Expenditure by level of education: secondary (as % of government expenditure),42.5
116,Cambodia,2010,Expenditure by level of education: tertiary (as % of government expenditure),5.8
116,Cambodia,2010,Public expenditure on education (% of government expenditure),7.7
116,Cambodia,2010,Public expenditure on education (% of GDP),1.5
116,Cambodia,2012,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),57.3
116,Cambodia,2012,All staff compensation as % of total expenditure in public institutions (%),42.7
116,Cambodia,2012,Expenditure by level of education: pre-primary (as % of government expenditure),2
116,Cambodia,2012,Expenditure by level of education: primary (as % of government expenditure),49.2
116,Cambodia,2012,Expenditure by level of education: secondary (as % of government expenditure),44.1
116,Cambodia,2012,Public expenditure on education (% of government expenditure),7.5
116,Cambodia,2012,Public expenditure on education (% of GDP),1.6
116,Cambodia,2013,Expenditure by level of education: pre-primary (as % of government expenditure),2.7
116,Cambodia,2013,Expenditure by level of education: primary (as % of government expenditure),49.7
116,Cambodia,2013,Expenditure by level of education: secondary (as % of government expenditure),41.5
116,Cambodia,2013,Expenditure by level of education: tertiary (as % of government expenditure),6.1
116,Cambodia,2013,Public expenditure on education (% of government expenditure),9.9
116,Cambodia,2013,Public expenditure on education (% of GDP),2
116,Cambodia,2014,Capital expenditure as % of total expenditure in public institutions (%),0.5
116,Cambodia,2014,Expenditure by level of education: pre-primary (as % of government expenditure),2.6
116,Cambodia,2014,Expenditure by level of education: primary (as % of government expenditure),48.5
116,Cambodia,2014,Expenditure by level of education: secondary (as % of government expenditure),44.1
116,Cambodia,2014,Public expenditure on education (% of government expenditure),9.1
116,Cambodia,2014,Public expenditure on education (% of GDP),1.9
120,Cameroon,2005,Expenditure by level of education: primary (as % of government expenditure),35.1
120,Cameroon,2005,Expenditure by level of education: secondary (as % of government expenditure),52
120,Cameroon,2005,Expenditure by level of education: tertiary (as % of government expenditure),12.6
120,Cameroon,2005,Public expenditure on education (% of government expenditure),21.4
120,Cameroon,2005,Public expenditure on education (% of GDP),2.9
120,Cameroon,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),6.5
120,Cameroon,2010,All staff compensation as % of total expenditure in public institutions (%),80.2
120,Cameroon,2010,Capital expenditure as % of total expenditure in public institutions (%),13.4
120,Cameroon,2010,Expenditure by level of education: pre-primary (as % of government expenditure),3.9
120,Cameroon,2010,Expenditure by level of education: primary (as % of government expenditure),34.2
120,Cameroon,2010,Expenditure by level of education: secondary (as % of government expenditure),52.7
120,Cameroon,2010,Expenditure by level of education: tertiary (as % of government expenditure),9
120,Cameroon,2010,Public expenditure on education (% of government expenditure),18.8
120,Cameroon,2010,Public expenditure on education (% of GDP),3
120,Cameroon,2012,Expenditure by level of education: pre-primary (as % of government expenditure),3.5
120,Cameroon,2012,Expenditure by level of education: primary (as % of government expenditure),36.2
120,Cameroon,2012,Expenditure by level of education: secondary (as % of government expenditure),52.6
120,Cameroon,2012,Expenditure by level of education: tertiary (as % of government expenditure),7.8
120,Cameroon,2012,Public expenditure on education (% of government expenditure),15.2
120,Cameroon,2012,Public expenditure on education (% of GDP),2.7
120,Cameroon,2013,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),10.7
120,Cameroon,2013,All staff compensation as % of total expenditure in public institutions (%),75.7
120,Cameroon,2013,Capital expenditure as % of total expenditure in public institutions (%),13.6
120,Cameroon,2013,Expenditure by level of education: pre-primary (as % of government expenditure),4
120,Cameroon,2013,Expenditure by level of education: primary (as % of government expenditure),33.9
120,Cameroon,2013,Expenditure by level of education: tertiary (as % of government expenditure),10.2
120,Cameroon,2013,Public expenditure on education (% of government expenditure),13.8
120,Cameroon,2013,Public expenditure on education (% of GDP),2.8
124,Canada,2000,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),26
124,Canada,2000,All staff compensation as % of total expenditure in public institutions (%),70.5
124,Canada,2000,Capital expenditure as % of total expenditure in public institutions (%),3.6
124,Canada,2000,Expenditure by level of education: pre-primary (as % of government expenditure),3.9
124,Canada,2000,Public expenditure on education (% of government expenditure),13
124,Canada,2000,Public expenditure on education (% of GDP),5.4
124,Canada,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),25.4
124,Canada,2005,All staff compensation as % of total expenditure in public institutions (%),70
124,Canada,2005,Capital expenditure as % of total expenditure in public institutions (%),4.6
124,Canada,2005,Public expenditure on education (% of government expenditure),12.2
124,Canada,2005,Public expenditure on education (% of GDP),4.8
124,Canada,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),24.5
124,Canada,2010,All staff compensation as % of total expenditure in public institutions (%),65.8
124,Canada,2010,Capital expenditure as % of total expenditure in public institutions (%),9.7
124,Canada,2010,Expenditure by level of education: tertiary (as % of government expenditure),35.4
124,Canada,2010,Public expenditure on education (% of government expenditure),12.3
124,Canada,2010,Public expenditure on education (% of GDP),5.4
124,Canada,2011,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),24.1
124,Canada,2011,All staff compensation as % of total expenditure in public institutions (%),65.5
124,Canada,2011,Capital expenditure as % of total expenditure in public institutions (%),10.4
124,Canada,2011,Expenditure by level of education: secondary (as % of government expenditure),26.4
124,Canada,2011,Expenditure by level of education: tertiary (as % of government expenditure),35.6
124,Canada,2011,Public expenditure on education (% of government expenditure),12.2
124,Canada,2011,Public expenditure on education (% of GDP),5.3
124,Canada,2013,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),23.4
124,Canada,2013,All staff compensation as % of total expenditure in public institutions (%),68.8
124,Canada,2013,Capital expenditure as % of total expenditure in public institutions (%),7.8
136,Cayman Islands,2005,Expenditure by level of education: pre-primary (as % of government expenditure),1.2
136,Cayman Islands,2005,Expenditure by level of education: primary (as % of government expenditure),49.3
136,Cayman Islands,2005,Expenditure by level of education: secondary (as % of government expenditure),49.5
136,Cayman Islands,2006,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),2.4
136,Cayman Islands,2006,All staff compensation as % of total expenditure in public institutions (%),97.6
136,Cayman Islands,2006,Expenditure by level of education: primary (as % of government expenditure),46
136,Cayman Islands,2006,Expenditure by level of education: secondary (as % of government expenditure),54
140,Central African Republic,2005,All staff compensation as % of total expenditure in public institutions (%),79.2
140,Central African Republic,2005,Capital expenditure as % of total expenditure in public institutions (%),2.2
140,Central African Republic,2005,Public expenditure on education (% of government expenditure),9.7
140,Central African Republic,2005,Public expenditure on education (% of GDP),1.6
140,Central African Republic,2008,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),13.5
140,Central African Republic,2008,All staff compensation as % of total expenditure in public institutions (%),84.2
140,Central African Republic,2008,Capital expenditure as % of total expenditure in public institutions (%),2.3
140,Central African Republic,2008,Expenditure by level of education: secondary (as % of government expenditure),25.9
140,Central African Republic,2008,Expenditure by level of education: tertiary (as % of government expenditure),17.5
140,Central African Republic,2008,Public expenditure on education (% of government expenditure),7.9
140,Central African Republic,2008,Public expenditure on education (% of GDP),1.3
140,Central African Republic,2010,Capital expenditure as % of total expenditure in public institutions (%),1.1
140,Central African Republic,2010,Expenditure by level of education: pre-primary (as % of government expenditure),2.3
140,Central African Republic,2010,Expenditure by level of education: primary (as % of government expenditure),53.3
140,Central African Republic,2010,Expenditure by level of education: secondary (as % of government expenditure),24
140,Central African Republic,2010,Expenditure by level of education: tertiary (as % of government expenditure),20.5
140,Central African Republic,2010,Public expenditure on education (% of government expenditure),6.5
140,Central African Republic,2010,Public expenditure on education (% of GDP),1.2
140,Central African Republic,2011,Expenditure by level of education: tertiary (as % of government expenditure),27.3
140,Central African Republic,2011,Public expenditure on education (% of government expenditure),7.8
140,Central African Republic,2011,Public expenditure on education (% of GDP),1.2
148,Chad,2005,Expenditure by level of education: primary (as % of government expenditure),45.8
148,Chad,2005,Expenditure by level of education: secondary (as % of government expenditure),35.5
148,Chad,2005,Expenditure by level of education: tertiary (as % of government expenditure),18.7
148,Chad,2005,Public expenditure on education (% of government expenditure),14.7
148,Chad,2005,Public expenditure on education (% of GDP),1.7
148,Chad,2010,Capital expenditure as % of total expenditure in public institutions (%),31.3
148,Chad,2010,Expenditure by level of education: pre-primary (as % of government expenditure),0.4
148,Chad,2010,Expenditure by level of education: primary (as % of government expenditure),51.6
148,Chad,2010,Expenditure by level of education: secondary (as % of government expenditure),27.4
148,Chad,2010,Expenditure by level of education: tertiary (as % of government expenditure),19.8
148,Chad,2010,Public expenditure on education (% of government expenditure),8.1
148,Chad,2010,Public expenditure on education (% of GDP),2
148,Chad,2011,Capital expenditure as % of total expenditure in public institutions (%),20.8
148,Chad,2011,Expenditure by level of education: pre-primary (as % of government expenditure),0.3
148,Chad,2011,Expenditure by level of education: primary (as % of government expenditure),40.7
148,Chad,2011,Expenditure by level of education: secondary (as % of government expenditure),34.9
148,Chad,2011,Expenditure by level of education: tertiary (as % of government expenditure),16.3
148,Chad,2011,Public expenditure on education (% of government expenditure),10.1
148,Chad,2011,Public expenditure on education (% of GDP),2.3
148,Chad,2012,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),2.6
148,Chad,2012,All staff compensation as % of total expenditure in public institutions (%),75.5
148,Chad,2012,Capital expenditure as % of total expenditure in public institutions (%),21.9
148,Chad,2012,Expenditure by level of education: primary (as % of government expenditure),46.7
148,Chad,2012,Expenditure by level of education: secondary (as % of government expenditure),20.7
148,Chad,2012,Expenditure by level of education: tertiary (as % of government expenditure),30.3
148,Chad,2012,Public expenditure on education (% of government expenditure),9.2
148,Chad,2012,Public expenditure on education (% of GDP),2.2
148,Chad,2013,Expenditure by level of education: secondary (as % of government expenditure),24.7
148,Chad,2013,Expenditure by level of education: tertiary (as % of government expenditure),31.7
148,Chad,2013,Public expenditure on education (% of government expenditure),12.5
148,Chad,2013,Public expenditure on education (% of GDP),2.9
152,Chile,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),17.5
152,Chile,2005,All staff compensation as % of total expenditure in public institutions (%),78.1
152,Chile,2005,Capital expenditure as % of total expenditure in public institutions (%),4.4
152,Chile,2005,Expenditure by level of education: pre-primary (as % of government expenditure),9.6
152,Chile,2005,Expenditure by level of education: primary (as % of government expenditure),37.4
152,Chile,2005,Expenditure by level of education: secondary (as % of government expenditure),39
152,Chile,2005,Expenditure by level of education: tertiary (as % of government expenditure),14
152,Chile,2005,Public expenditure on education (% of government expenditure),16.2
152,Chile,2005,Public expenditure on education (% of GDP),3.3
152,Chile,2009,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),18.1
152,Chile,2009,All staff compensation as % of total expenditure in public institutions (%),78.9
152,Chile,2009,Capital expenditure as % of total expenditure in public institutions (%),3
152,Chile,2009,Expenditure by level of education: pre-primary (as % of government expenditure),12.8
152,Chile,2009,Expenditure by level of education: primary (as % of government expenditure),36.4
152,Chile,2009,Expenditure by level of education: secondary (as % of government expenditure),35.2
152,Chile,2009,Expenditure by level of education: tertiary (as % of government expenditure),15.6
152,Chile,2009,Public expenditure on education (% of government expenditure),17
152,Chile,2009,Public expenditure on education (% of GDP),4.2
152,Chile,2010,Expenditure by level of education: pre-primary (as % of government expenditure),13.4
152,Chile,2010,Expenditure by level of education: primary (as % of government expenditure),31.7
152,Chile,2010,Expenditure by level of education: secondary (as % of government expenditure),32.5
152,Chile,2010,Expenditure by level of education: tertiary (as % of government expenditure),22.3
152,Chile,2010,Public expenditure on education (% of government expenditure),17.8
152,Chile,2010,Public expenditure on education (% of GDP),4.2
152,Chile,2015,Expenditure by level of education: pre-primary (as % of government expenditure),13.2
152,Chile,2015,Expenditure by level of education: primary (as % of government expenditure),25.6
152,Chile,2015,Expenditure by level of education: secondary (as % of government expenditure),29.4
152,Chile,2015,Expenditure by level of education: tertiary (as % of government expenditure),25.7
152,Chile,2015,Public expenditure on education (% of government expenditure),19.6
152,Chile,2015,Public expenditure on education (% of GDP),4.9
344,"China, Hong Kong SAR",2005,Expenditure by level of education: pre-primary (as % of government expenditure),2.3
344,"China, Hong Kong SAR",2005,Expenditure by level of education: primary (as % of government expenditure),23.1
344,"China, Hong Kong SAR",2005,Expenditure by level of education: secondary (as % of government expenditure),33.8
344,"China, Hong Kong SAR",2005,Expenditure by level of education: tertiary (as % of government expenditure),28.4
344,"China, Hong Kong SAR",2005,Public expenditure on education (% of government expenditure),22.5
344,"China, Hong Kong SAR",2005,Public expenditure on education (% of GDP),4.1
344,"China, Hong Kong SAR",2010,Capital expenditure as % of total expenditure in public institutions (%),12.7
344,"China, Hong Kong SAR",2010,Expenditure by level of education: pre-primary (as % of government expenditure),3.8
344,"China, Hong Kong SAR",2010,Expenditure by level of education: primary (as % of government expenditure),20.9
344,"China, Hong Kong SAR",2010,Expenditure by level of education: secondary (as % of government expenditure),35.5
344,"China, Hong Kong SAR",2010,Expenditure by level of education: tertiary (as % of government expenditure),27.8
344,"China, Hong Kong SAR",2010,Public expenditure on education (% of government expenditure),19.9
344,"China, Hong Kong SAR",2010,Public expenditure on education (% of GDP),3.5
